"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11657_4#94","11679_1#96","12291_1#12","12291_3#50","12291_3#84","13091_5#9","13154_2#47","13154_2#48","13154_2#55","13154_2#63","13154_2#74","14673_2#26","14936_4#47","19084_7#109","19084_7#127","19084_7#175","19084_8#30","19084_8#45","21127_1#174","21999_7#136","21999_7#148","21999_8#13"
"group_5421","","nitroreductase family protein",7,"","","","","","","","1","1","1","","","","","","","","","","1","","1","1","","","","","","1","1","1","1"
"gspA_1","","glycosyl transferase family protein",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"group_379","hyaD_2","Glycosyl transferase",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"asp2","","accessory secretory protein Asp2",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"asp3","","accessory secretory protein Asp3",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"group_794","","accessory secretory protein Asp1",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"gspA_2","","glycosyl transferase family 8",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"secY_2","","preprotein translocase subunit SecY",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"gspA_3","","glycosyl transferase",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"hyaD_2","","glycosyl transferase family 2",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"lacA_1","","exopolysaccharide biosynthesis protein acetyltransferase",6,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1","1"
"group_1174","","restriction endonuclease R.XbaI",5,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","1","1","1","1"
"group_551","","BlpT protein fusion",5,"","","","","","","","1","1","1","","","","","1","","","","","1","","","","","","","","","","1","1","1"
"irtA","","ABC transporter ATP-binding protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"ykoD_2","","cobalt ABC transporter ATPase component CbiO",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"group_733","","major facilitator superfamily permease",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"soxS","","AraC family transcriptional regulator",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"ykoC","","cobalt transport protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"fucA","","L-fuculose phosphate aldolase",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"ycjO_2","","sugar ABC transporter permease",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"ycjP_4","","sugar ABC transporter permease",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"group_938","","F5/8 type C domain containing protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"group_1290","","alpha-L-fucosidase",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"rafA","","alpha-galactosidase AgaN",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"malX_1","","bacterial extracellular solute-binding protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","1","1","1",""
"group_2430","","bacteriocin",5,"","","","","","","","1","1","1","","1","","","","","","","","1","","1","1","","1","","","","","","",""
"group_508","hyaD_2","glycosyl transferase family protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"group_1161","gspA_2","glycosyltransferase",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"group_1625","gspA_3","glycosyl transferase family protein",5,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1","1"
"group_1696","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","1","","","","1","1","","","","","","","","","",""
"group_2440","","hypothetical protein",5,"","","","","","","","1","1","1","","1","1","","","","1","1","","","","","","","","","","1","","","",""
"sacA","","sucrose-6-phosphate hydrolase",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"desK","","histidine kinase",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_556","","membrane protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","1","1","1",""
"group_1548","","bacteriocin lactococcin 972 family",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_1488","","putative secreted protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_1209","ycjP_1","transmembrane permease MsmG",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"yesO_3","","ABC transporter substrate-binding protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_1412","ugpA_2","ABC transporter permease",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"scrR","","sucrose operon repressor (scr operon regulatory protein)",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_1138","","ABC transporter",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_1459","macB_2","ABC transporter ATP-binding protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_2758","","alanine aminotransferase",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_1765","ydaF_2","acetyltransferase gnat family",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"group_4453","","N-ethylammeline chlorohydrolase",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1","1"
"lytA_5","","phage holin LL-H family",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","1","","","","1",""
"lytA_3","","phage protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","","","","","1","","","","1",""
"group_949","","Membrane protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","1","1",""
"group_43","","phage protein",3,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","1","","","","1",""
"group_305","","chlorohydrolase",3,"","","","","","","","1","1","1","","1","","","","","","","","1","","","1","","","","","","","","",""
"group_2638","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","1","","1","1"
"hsdM2","","type I restriction-modification system methylation subunit",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1"
"group_14","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","1","","","","","","","","","1","1"
"phpA","","IS200 family transposase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","1","","","","1","","1","",""
"group_3011","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","1","1","1"
"group_308","","adenylosuccinate lyase",2,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","1","","","","","","",""
"group_155","","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"pblB","","PblB",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_64","","gp24",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"blpO_1","","bacteriocin BlpO",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_748","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_930","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_1042","","Phage gp6-like head-tail connector protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_2168","","conserved structural protein putative",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_718","","Lj965 prophage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_227","","phage portal protein SPP1 family",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_1022","","prophage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"yqbO","","TMP repeat family",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_1226","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_756","","prophage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_407","","phage terminase large subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_776","xerD","phage integrase",2,"","","","","","","","1","1","1","","","","","","","","","1","","","","","","","","1","","","","",""
"spoT","","metal dependent phosphohydrolase HD region",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_2535","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_1082","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_1449","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","","","","","1","","","","",""
"group_1446","","phage terminase small subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_1445","","phage capsid and scaffold",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_414","","Carbohydrate-binding family V/XII",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"btr","","AraC family transcriptional regulator",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","",""
"group_4053","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_2055","","membrane associated protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","1","1","","","","","","","","",""
"group_3063","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_2234","","FIG01115870: hypothetical protein",2,"","","","","","","","1","1","1","","","","","","1","","","","","","1","","","","","","","","","",""
"group_20","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","1","","","","","",""
"group_4052","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","1","","","","1",""
"group_707","","SpeK",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1"
"group_1096","blpO_1","bacteriocin BlpO",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","","","","",""
"group_815","","Phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","1",""
