"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","18090_5#42","18090_5#35","17175_8#74","17175_4#77","17150_6#53","17138_4#10","17138_3#80","15874_1#24","15731_8#47","15731_8#43","14936_4#1","14913_7#90","14913_7#58","14913_7#54","14913_7#39","14913_7#30","14913_4#9","14913_3#84","14913_3#46","14913_3#14","14913_2#60","14566_5#82","14566_5#74","14566_4#85","14566_4#70","14566_4#46","14566_4#27","14555_4#71","14412_1#76","14410_8#93","14410_8#1","14257_1#55","13470_1#30","13415_8#71","13415_7#68","13415_7#56","13415_6#85","13415_6#78","13415_6#60","13415_5#2","13415_4#80","13414_8#41","12837_4#78","12837_3#84","12837_2#4","12291_6#5","12291_6#33","12162_1#72","12162_1#5","12162_1#49","12162_1#44","12162_1#40","12162_1#36","21127_2#165","21127_1#158","22841_3#72","22841_3#45","22841_3#127","22841_2#139","22667_7#146","22667_7#122","22027_1#105"
"group_1143","","transposase",7,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_11651","cdd","cytidine deaminase",7,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","",""
"group_7817","yesO_2","extracellular solute-binding protein",7,"","","","","","","",1,1,1,"1","1","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_5162","gatC_1","PTS system galactitol-specific family transporter subunit IIC",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_14411","","chlorohydrolase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_3041","desK","histidine kinase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_4017","ybhF","multidrug ABC transporter permease",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_5082","","alpha/beta fold family hydrolase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_4704","","mutT/nudix family protein",7,"","","","","","","",1,1,1,"","","","","1","","","","1","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","",""
"group_4709","","mutT/nudix family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","1","","1","","","","","","","","","","","",""
"group_959","xerD","IS630-Spn1 transposase Orf1",7,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","",""
"group_12175","tenA_2","transcriptional regulator TENA/THI-4 family protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_3173","","bacteriocin-associated integral membrane protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"ubiE_2","","methyltransferase small domain superfamily",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_10547","macB_2","ABC transporter ATP-binding protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"yhgF","","S1 RNA-binding domain-containing protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_5217","","alpha/beta hydrolase related protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1"
"group_12052","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1"
"group_2196","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","1","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","",""
"group_3364","ndvA","ABC transporter ATP-binding protein",6,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","",""
"group_9144","speA","ornithine decarboxylase family protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","1","","","1","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_344","","transposase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","1","","","","","1","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_401","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","1","1","","","1","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_17841","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","","1","1"
"group_11386","","ABC transporter permease subunit",6,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","",""
"group_6147","","integral membrane protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","1","1"
"group_641","xerC_1","type I restriction-modification system S subunit putative",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","","","","","","","","",""
"group_10987","mepA","multi antimicrobial extrusion (MATE) family transporter",6,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","","",""
"group_593","phtA","pneumococcal histidine triad protein A precursor",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","1","","","","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","",""
"group_8864","hexA","DNA mismatch repair protein MutS",6,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","",""
"lacA_1","","exopolysaccharide biosynthesis protein acetyltransferase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1"
"group_8647","lacC-2","tagatose-6-phosphate kinase",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","1","","","","","1","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_4974","","hypothetical protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","","","","",""
"group_27001","","IS630-Spn1 transposase Orf1",6,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","",""
"group_9433","ktrB","Trk transporter membrane-spanning protein - K+ transport",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1","1","1","1"
"group_12754","macB_1","ABC transporter ATP-binding protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","1","1","",""
"group_3273","ybhF","ABC transporter ATP-binding protein",6,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","1"
"gatC_1","","PTS system galactitol-specific family transporter subunit IIC",6,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","1","1","","","","","","",""
"group_17110","","hypothetical protein",5,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","1","","","","","","","","","","","",""
"group_12586","","ATPase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","",""
"group_21219","","hypothetical protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","",""
"group_1448","","transposase ISSmi4",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"group_18225","pgk","phosphoglycerate kinase",5,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","",""
"group_12580","","ATPase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","",""
"group_9903","","FIG01114027  hypothetical protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","1","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"group_13637","","hypothetical protein",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","",""
"group_2922","","transposase",5,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","1","1","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13155","","IS200 family transposase",5,"","","","","","","",1,1,1,"","","","","","","","","1","","","1","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_10769","ahrC","transcriptional repressor protein",5,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","","","","1","","","","","","","","",""
"group_16185","","UPF0374 protein SSU05",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","1","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_2403","","Membrane protein",5,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_14733","","Membrane protein",5,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_1437","","transposase ISSmi4",5,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_2298","","PTS system transporter subunit IIA",5,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","1","","","","","","","1","","","","","","","","",""
"group_27019","","IS630-Spn1 transposase Orf1",5,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","","","","","","","","",""
"group_853","","IS1380-Spn1 transposase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","1","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"argH","","argininosuccinate lyase",5,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_4037","","ABC transporter ATPase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","","","","","","","",""
"group_7864","glpK","glycerol kinase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","",""
"group_10910","","permease",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","1"
"group_333","","transposase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_8707","yycG","signal transduction histidine kinase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","1","","","","1","","","","1","","","","","","","","","","","","","","",""
"pgaC","","glycosyl transferase",5,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","1","","","1","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_8543","","recombination regulator RecX",5,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","","","","","",""
"group_12585","","ATPase",4,"","","","","","","",1,1,1,"","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_16483","","hypothetical protein",4,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","",""
"group_3825","gspA_2","glycosyltransferase",4,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","",""
"group_794","","hypothetical protein",4,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","",""
"group_24","","IS1167 transposase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_2192","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","",""
"group_583","phpA","streptococcal histidine triad protein PhpA",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","",""
"group_13182","","jag protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","",""
"group_4769","","esterase",4,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_986","","chlorohydrolase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","1","",""
"group_3465","","helix-turn-helix domain protein",4,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_12507","ribU","riboflavin transporter",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1"
"group_7439","ulaG","putative L-ascorbate-6-phosphate lactonase UlaG",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","1","1","","","","","","",""
"group_7501","","glutamate dehydrogenase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","",""
"group_12255","","protein YdcD",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1"
"group_15457","","bacteriocin",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","1","","","","","1","","","","","","","","","","",""
"group_12539","guaA_2","glutamine amidotransferase class-I",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_16372","gpi","glucose-6-phosphate isomerase",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_1353","","transposase ISSmi4",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_477","","degenerate transposase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_9567","","YlmH protein",4,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1"
"group_13130","sepF","YlmF protein",4,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1"
"group_486","IS1381-truncation","transposase-like protein IS1381 ISSpn7",4,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_2144","gspA_1","glycosyl transferase family protein",4,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","",""
"group_12757","macB_1","ABC transporter ATP-binding protein",4,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1"
"ykoC","","cobalt transport protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"group_42","IS1167-truncation","transposase",4,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6858","phtE-truncation","pneumococcal histidine triad protein E",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_9525","gdhA","glutamate dehydrogenase",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","",""
"group_8719","pphA","serine/threonine protein phosphatase",4,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","",""
"group_12666","phoB","DNA-binding response regulator",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","",""
"group_13993","ccpA_1","catabolite control protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","",""
"dnaQ","","DNA polymerase III subunit epsilon",4,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"radA","","DNA repair protein",4,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","1","","","","","","",""
"group_7705","","hypothetical protein",3,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"group_12584","","ATPase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3831","gspA_2","glycosyltransferase",3,"","","","","","","",1,1,1,"","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4707","","NTP pyrophosphohydrolase including oxidative damage repair enzymes",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"group_2054","","sodium-dependent transporter",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_6547","","phage-associated protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_4434","","exopolysaccharide biosynthesis protein acetyltransferase",3,"","","","","","","",1,1,1,"","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11407","ABC-NBD-truncation_2","ABC transporter ATP-binding protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_7909","","phosphoglycerate mutase family protein",3,"","","","","","","",1,1,1,"1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_4856","","Esterase",3,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_8725","","DHH family protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","",""
"group_3809","","nuclease family transposase",3,"","","","","","","",1,1,1,"1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","",""
"group_6278","mngB","alpha mannosidase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_1351","","transposase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_27020","","IS630-Spn1 transposase Orf1",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2083","","competence-specific global transcription modulator",3,"","","","","","","",1,1,1,"","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4853","","Esterase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"group_7557","","GNAT family acetyltransferase",3,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_27034","","IS630-Spn1 transposase Orf1",3,"","","","","","","",1,1,1,"","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_27017","","IS630-Spn1 transposase Orf1",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6817","argR1","arginine repressor",3,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_719","transposase_D","transposase family protein",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","1"
"group_11387","","ABC transporter permease subunit",3,"","","","","","","",1,1,1,"","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","",""
"group_48","IS1167-truncation","transposase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","",""
"msbA_3","","ABC transporter ATP-binding protein/permease",3,"","","","","","","",1,1,1,"","","","","","","","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3351","","membrane protein",3,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","",""
"group_4437","lacA_1","exopolysaccharide biosynthesis protein acetyltransferase",3,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","","","",""
"group_289","IS861-truncation_2","degenerate transposase (Orf1)",3,"","","","","","","",1,1,1,"","","","","","","","","1","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
