"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","21999_7#182","21053_8#148","21053_8#136","21053_8#135","14673_1#13","11658_2#26","11658_1#21","11658_1#20","21999_8#61","21999_8#55","21999_7#160","21999_7#156","21999_7#153","21999_7#147","21999_7#119","21999_7#117","21999_7#111","21127_2#76","21127_2#4","21127_2#186","21127_2#170","19084_8#43","19084_7#94","18623_5#48","17966_5#138","17966_5#117","17175_6#23","17150_5#5","17150_4#73","15608_3#9","15277_1#22","14936_4#73","14913_5#72","14673_3#50","14673_3#29","14673_2#91","14673_1#95","14673_1#65","13710_1#32","13470_1#54","13415_7#42","13414_2#28","13414_1#83","13154_3#82","12837_4#50","12291_1#3","12162_1#11","11679_1#51","11657_8#50","19084_8#156","18623_5#49","15608_3#12","15608_3#10","15608_2#79","15608_2#57","14673_3#42","14673_2#52","14673_1#18","13710_2#70","13710_2#6","13710_2#37","13710_2#32","13710_2#31","13710_2#29","13710_1#70","13710_1#25","13710_1#24","13414_2#79","13414_2#77","13414_2#76","13414_2#45","13414_2#18","11826_1#24","11822_1#29","11657_2#59","11657_2#4","11657_2#25","11657_1#80","11511_8#23","11511_7#82","15608_3#72","13710_1#31","22841_4#50","22841_4#43","22841_4#19","22841_3#132","22841_2#6","22841_2#187","22841_2#172","22841_1#95","22841_1#52","22027_1#137","17175_8#1","14673_4#15","13710_1#57","12162_1#68","19084_7#66","17794_8#85","17794_7#19","16399_6#59","16399_5#60","15531_7#5","15531_7#41","14410_7#27","22841_1#63","20925_3#89","20287_5#121","17175_7#11","17150_5#8","14913_5#58","14673_4#80","14520_6#69","14412_2#58","13415_7#1","12291_6#34","12291_6#11","12162_1#61","11893_8#12","14555_4#40","12837_3#21","21127_1#85","21127_1#77","21127_1#100","15682_1#26"
"group_173","glf","chlorohydrolase",11,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_2048","sulB","dihydrofolate synthetase",11,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","",""
"group_4154","yhaP","Na+ export ABC ABC transporter membrane-spanning permease",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","","","","","","","","","","","","","","","","1","","1",""
"yhfQ","","iron ABC transporter substrate-binding protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","1","","","","",""
"group_9525","gdhA","glutamate dehydrogenase",11,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","",""
"nplT_2","","neopullulanase",11,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"blpC","","peptide pheromone BlpC (bacteriocin-like peptide)",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"prfC","","regulator of gtfB",11,"","","","","","","",1,1,1,"","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_1995","","peptidase U32 family",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","1","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","1","","1","","","","","","","","","","",""
"group_26978","","IS630-Spn1 transposase Orf1",10,"","","","","","","",1,1,1,"1","","","","","","","","1","1","","","1","","1","","","","","","1","1","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_19586","","alanine aminotransferase",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_937","xerD","IS630-Spn1 transposase Orf2",10,"","","","","","","",1,1,1,"1","","","","","","","","1","1","","","1","","1","","","","","","1","1","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3592","","FIG01114729  hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","1","","","","","1","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","","","","",""
"group_5","","transposase",10,"","","","","","","",1,1,1,"","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","1","","","","1","1","","","","","","",""
"group_15638","pstC_2","phosphate ABC transporter permeae PstC",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_438","IS1381-truncation","transposase-like protein IS1381 ISSpn7",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","1","","1","","1","","","","","","","","","1","","","","","","1","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_1832","marR_2","MarR family transcriptional regulator",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_2453","celB_2","competence protein CelB",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_2584","","ABC-type transport system involved in multi-copper enzyme maturation permease component",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_997","iga_2","immunoglobulin A1 protease",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","1","","","","","","","","","1","1","","","1","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","1","","1","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_578","phpA","pneumococcal histidine triad protein D",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","1","","","","","","","","","1","","","1","","","","1","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_4718","blpH","sensor histidine kinase BlpH",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_3190","nfrA2","nitroreductase NADPH-flavin oxidoreductase",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_5550","ydaF_4","acetyltransferase",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_6271","mngB","alpha mannosidase",10,"","","","","","","",1,1,1,"","","","","","1","1","","","","1","","","","","1","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","","",""
"group_10932","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","1",""
"group_9780","","dihydrolipoamide dehydrogenase",10,"","","","","","","",1,1,1,"","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_13477","galU","UTP-glucose-1-phosphate uridylyltransferase",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_5165","gatC_2","PTS system galactitol-specific family transporter subunit IIC",10,"","","","","","","",1,1,1,"","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","1","1","","1","","","","","","","","","",""
"group_7020","yheH","ABC transporter ATP-binding protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","","1","","","","1","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pcp-truncation_1","","pyrrolidone carboxyl peptidase truncation",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_6438","","Tn916 ORF15 signal peptide containing protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_10532","","Tn5252 Orf 9 protein",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_14981","saeS","histidine kinase",10,"","","","","","","",1,1,1,"","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","",""
"group_12643","glnA","glutamate-ammonia ligase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1"
"group_9698","","Protein of unknown function (DUF3847)",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_292","IS861-truncation_1","integrase core domain-containing protein",10,"","","","","","","",1,1,1,"","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","","1"
"group_6113","yheI_1","ABC transporter ATP-binding protein/permease",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","1","","","","","1","","1","","","","1","1","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_9330","","FIG00627334  hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_7864","glpK","glycerol kinase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","1","1","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","",""
"iap","","lipoprotein NLP/P60 family",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_14434","","FIG00630611  hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_1859","pezA","transcriptional regulator",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"mobA","","MobA/MobL family protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_4522","mobA","MobA/MobL family protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_7380","","gamma-glutamylcysteine synthetase putative",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"tetM","","tetracycline resistance protein TetM",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_12907","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_9518","graS","histidine kinase",10,"","","","","","","",1,1,1,"","","","","","1","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","",""
"group_7949","","serine/threonine protein phosphatase family protein",10,"","","","","","","",1,1,1,"","","","","","1","","","1","","","","","","","","","","","","","","","1","","1","","","","","","","","","","1","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","",""
"group_5428","","FIG01114725  hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","1","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","",""
"group_8588","","transcriptional regulator protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_16770","","MarR family transcriptional regulator",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_11239","","putative conjugative transposon protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_8299","","FIG00648496  hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_15714","","Tn916 hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_14903","","Tn916 hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_14095","","Mobile element protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_16211","","Tn916 hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_16741","","FIG086557  Conjugation related protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_17404","","FIG00627241  hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","",""
"group_6545","","phage-associated protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"gph_2","","putative haloacid dehalogenase-like hydrolase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_4347","","caax amino protease family protein",10,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_18315","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","1","1","1","1","","","","","","",""
"group_5132","nanE2","N-acetylmannosamine-6-phosphate 2-epimerase 2 (ManNAc-6-P epimerase 2)",10,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_11000","degA_1","transcriptional regulator",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","1","","1",""
"pcrA_2","","transposase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_3594","","FIG01114729  hypothetical protein",10,"","","","","","","",1,1,1,"","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","","","","","",""
"strH_1","","endo-beta-N-acetylglucosaminidase",10,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","1","1"
"group_6862","phtE-truncation","pneumococcal histidine triad protein E",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","1","","1","","1","","","","","","","","","1","","","","","1","","","1","","","","","","","","","1","",""
"group_7992","pitB","phosphate-transport permease PitB",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","","1","","","","","","","","","1","","1","","","1","","","1","","","","","","","","","1","",""
"group_13930","lipO_2","ABC transporter substrate-binding protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","1","1","","","","","","","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
