"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","9789_5#22","9789_3#80","18456_1#43","18456_1#169","18456_1#10","17966_5#79","17966_5#77","17966_5#2","17966_5#19","17966_5#17","17870_8#184","17870_8#175","17870_8#168","17870_8#144","17870_8#142","17870_8#135","17870_8#123","17870_8#122","17870_8#104","17870_7#99","17870_7#80","17870_7#70","17870_7#54","17870_7#48","17870_7#43","17870_7#153","17870_7#139","17870_7#137","17870_7#136","17870_7#131","17870_7#128","17870_7#113","15531_4#31","15531_4#19","15531_4#18","15531_4#13","15531_2#27","15531_2#23","15378_4#69","15378_4#60","15378_4#43","15378_4#39","15378_4#34","15378_4#10","15378_3#91","15378_3#78","15378_3#70","15378_3#13","15378_2#66","15378_2#15","14936_6#83","14936_6#82","14936_6#78","14936_6#75","14936_6#67","14936_6#66","14936_6#63","14936_6#60","14936_6#53","14936_6#45","14936_6#44","14936_6#43","14936_6#42","14936_6#41","14936_6#40","14936_6#36","14936_6#34","14936_5#48","14936_5#47","12378_2#89","12290_3#44","12290_3#36","12290_3#29"
"group_16955","","hypothetical protein",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_7608","yhdJ_2","adenine-specific methyltransferase",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_10281","","Phage protein",11,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","1","","","1","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","1","","1","","",""
"group_7598","yhdJ_2","phage protein",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_19595","","phage protein",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_12223","","holliday junction resolvase",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_9442","","hypothetical protein",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_8477","yfnA","amino acid permease family protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","1","","1","","","","1","","","","1","","1","","","","","","","1","1","","","","1","","","","","","","","","1"
"group_8349","","Peptidase",11,"","","","","","","",1,1,1,"","","","1","1","","","","1","1","","1","","","","","1","","","","","1","","","","","","","","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
"group_17327","","hypothetical protein",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_13783","","hypothetical protein",11,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","1","","","1","","","","","","","","","1","","","","","","1","1","","","","","","","","","","","","1","","","","","","","","","1","","1","","",""
"group_15905","","phage protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_15733","","phage protein",11,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","1","","1","","","","","","","","","","","","","","",""
"group_16341","","hypothetical protein",11,"","","","","","","",1,1,1,"","1","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","","","","1","","1","","","","","","1","","","","","",""
"group_13911","","phage protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","","","","1","","1","","","","","","1","","","","","",""
"group_10117","","hypothetical protein",11,"","","","","","","",1,1,1,"","1","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","","","","1","","1","","","","","","1","","","","","",""
"group_8539","","gp27",11,"","","","","","","",1,1,1,"","1","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","1","","","","","","","1","","1","","","","","","1","","","","","",""
"group_3156","dltC","hypothetical protein",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","1","","1","","","","","","1","","","","","1","","","","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","1","","","","1","","","","","","","",""
"group_6360","","Carbohydrate-binding family V/XII",11,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","1","1","1","1","","","","","","","",""
"group_2298","","PTS system transporter subunit IIA",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","1","1","","","","","","1","","","","1","","","","1","1"
"group_10690","","phage protein",11,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","1","1","1","1","","","","","","","",""
"group_8363","","methyltransferase",11,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","1","","","","","",""
"group_13556","","phage replication protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","1","","","","","","",""
"group_12864","","phage tail protein",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","","","",""
"group_333","","transposase",11,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","1","","","","1","1","1","","","","","","1","","1","","","1","","1","","","1"
"atpE","","F0F1 ATP synthase subunit C",11,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","1","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_6595","","hypothetical protein",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","1","1","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4641","artQ_2","amino acid ABC transporter permease",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","1","","1","","","","","1","1","","","1","","","1","","","","","","","","1","1","","","","","","","","","","","","","",""
"group_13781","","hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","1","1","1","1","1","1","","1","","","","","",""
"group_15852","","phage protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","1","","","","","","",""
"group_240","","integrase core domain-containing protein",10,"","","","","","","",1,1,1,"","","","","","","1","1","","","","","","1","","1","","","1","1","","","","","","1","","","","","","1","","","1","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","",""
"group_9221","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","1","1","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","1","","1","","1","","",""
"yhdJ_2","","phage protein",10,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","1","1","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","",""
"group_8324","xerD","phage integrase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_14638","","minor capsid protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","1","","","","","","",""
"group_11344","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_2238","","phage protein",10,"","","","","","","",1,1,1,"","","","","","1","","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","1","1","1","","","","","","",""
"group_11973","","hypothetical protein",10,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","1","","1","1","1","1","","","","","","","",""
"group_5233","","phage antirepressor protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_2706","","prophage protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","","1","1","1","","","","","","","",""
"group_1490","","putative antireceptor",10,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","","1","1","1","","1","","","","","",""
"group_8718","pphA","serine/threonine protein phosphatase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","","","","","","1","","","","","","","1","","","","1","","","","1","1"
"group_1143","","transposase",10,"","","","","","","",1,1,1,"","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","1","","1","","","1","","","","1","","","","","","","","","1","","","","","","","1","","","",""
"group_4974","","hypothetical protein",10,"","","","","","","",1,1,1,"","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","1","","1","","1","","","1","","","","","","1","","","1","","","","","","","","","","","","","",""
"group_10401","","DRTGG domain/CBS domain-containing protein",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","1","","","","1","","","","","","","","","","1","","","1","","1","","1","1"
"group_14698","map","methionyl aminopeptidase",10,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","1","","","","1","","","","1","","","","","","","","","","1","","","1","","1","","1","1"
"group_1697","","IS1202 transposase",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","","","","","1","1","","","","","","","","","","","","1","","","1","1","","","","","","1","","","","","","","","",""
"group_14662","","DNA-binding protein",9,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","","","",""
"banIM","","DNA methylase",9,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","","","",""
"group_2245","","gp24",9,"","","","","","","",1,1,1,"","","","","","1","1","","","","","","","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","","","","","","",""
"group_10769","ahrC","transcriptional repressor protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","1","","","","","","1","","","","","","","1","","","","1","","","","1","1"
"group_9253","","hypothetical protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_5253","","bacteriocin putative",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","1"
"group_8841","","prophage protein",9,"","","","","","","",1,1,1,"","1","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_19589","","repressor protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_19588","","repressor",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_11705","","phage structural protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_17362","atpF","proton-translocating ATPase F0 sector subunit b",9,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","1","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_47","IS1167-truncation","transposase",9,"","","","","","","",1,1,1,"","","1","","","","","","","","","","","","","1","1","1","","","","","","","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","",""
"group_11163","","YitT family protein",9,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","1","","1","1","1","1","","1","","","","","",""
"group_13406","","hypothetical protein",8,"","","","","","","Investigate",1,1,1,"1","","","","1","1","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","1"
"group_13619","monX","LPXTG cell wall anchor domain",8,"","","","","","","",1,1,1,"","","1","","","","1","","","","1","","","","","","","","","","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1",""
"group_5804","yheI_2","ABC transporter ATP-binding protein/permease",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","","","","1","1","1","","","","","","1","","","","1","","",""
"group_359","","transposase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","","1","","","","","","1","1","","","","","","","","1","","","","1","1"
"group_1147","","transposase",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","1","","","","1","","","","","","1","1","1","","","","","","1","","","","1","","",""
"group_8379","","hypothetical protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","1","","1","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_12225","","holliday junction resolvase",8,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","",""
"group_17343","","phage replication protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","","","",""
"group_16699","","XRE family transcriptional regulator",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","","","",""
"group_10337","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","","","",""
"group_14103","","Phage protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","1","1","","","","","","","",""
"group_8480","yfnA","amino acid permease family protein",8,"","","","","","","",1,1,1,"","1","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","1","","1",""
"group_8927","","phage protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","","",""
"group_8898","","phage protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","1","","","","","","",""
"bet","","phage recombination protein Bet",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","",""
"group_14916","","hypothetical protein",8,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","","","","","",""
"group_16691","rl1","50S ribosomal protein L1",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","1","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","1"
"yqbO","","TMP repeat family",8,"","","","","","","",1,1,1,"","","","","","","","1","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","1","1","","","","","","","",""
"group_4825","macB_1","bacteriocin immunity protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","","1","1","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1"
"pblB","","PblB",8,"","","","","","","",1,1,1,"","1","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","1","","1","","","","","","","","","","","1","","","","","","","",""
"group_486","IS1381-truncation","transposase-like protein IS1381 ISSpn7",8,"","","","","","","",1,1,1,"","","1","","1","1","1","1","","","","","1","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4967","","carbamoylphosphate synthase large subunit",8,"","","","","","","",1,1,1,"","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","",""
"group_12000","","hypothetical protein",8,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","1","","1","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","1"
"group_10752","","membrane protein",8,"","","","","","","",1,1,1,"","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","","","","","","1","","","1","","","","","","","","","","","1","","","","","","1","","","","","","","","","",""
"group_5069","glgC","glucose-1-phosphate adenylyltransferase",7,"","","","","","","",1,1,1,"","","","","","","","","","","1","","","","","","","1","","","","","","1","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_5001","glgA","glycogen synthase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","1","","1","","1","","","","","1","","","","1","","","","","",""
"group_13025","hisS","histidyl-tRNA synthetase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","1","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","1"
"group_7007","","phage protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","",""
"group_1603","","phage protein",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3136","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","","1","1","","","1","","","1","","","","","",""
"group_7596","","phage protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","",""
"group_14834","","phage protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","",""
"group_2279","","gp24",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","","1","","","1","1","1","","","","","","","",""
"group_1150","","transposase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","1","1"
"group_4789","","hypothetical protein",7,"","","","","","","",1,1,1,"","","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","1","","","","","","","","","","",""
"group_2137","gspA_1","glycosyl transferase family protein",7,"","","","","","","",1,1,1,"","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","",""
"group_8140","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","1","1","1","","1","","","","","",""
"group_6117","glgB","14-alpha-glucan branching enzyme",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","","1","","",""
"group_10438","","Phage gp6-like head-tail connector protein",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_8134","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","1","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","",""
"group_11968","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","1","","1","","",""
"group_10799","","hypothetical protein",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","1","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","",""
"group_8454","","Lj965 prophage protein",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_1287","yqbO","TMP repeat family",7,"","","","","","","",1,1,1,"","1","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","1","1","","","","","1","","","","","",""
"group_9642","","hypothetical protein",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_7557","","GNAT family acetyltransferase",7,"","","","","","","",1,1,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_14783","","Lj965 prophage major tail protein",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_14757","","conserved structural protein putative",7,"","","","","","","",1,1,1,"","","","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","1","1","1","","","","","","","",""
"group_3183","macB_6","puttaive FtsX-family transport protein",7,"","","","","","","",1,1,1,"","","","1","","","1","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","1","","","","","","","","","","","","",""
"group_2234","","gp24",7,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits",1,1,1,"","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","1","","1","","1","1","","","","","","","","","",""
