"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","12162_1#71","12837_2#70","12837_4#82","13414_8#32","13414_8#72","13415_4#54","13415_4#90","13415_5#36","13415_5#93","13415_7#58","13415_8#36","13470_1#16","14257_1#19","14410_8#32","14410_8#43","14412_1#59","14412_1#8","14412_2#44","14555_3#62","14566_4#13","14566_4#91","14566_6#63","14566_6#73","14723_3#85","14723_3#92","14723_4#10","14723_4#67","14723_6#37","14723_6#9","14913_2#10","14913_2#70","14913_4#63","14913_4#93","15731_8#27","15731_8#49","15731_8#52","15841_2#57","15841_3#14","15841_3#6","15873_1#35","15874_1#3","15995_1#43","15995_1#44","15995_2#16","17059_6#30","17138_4#51","17150_4#13","17150_4#21","17175_4#47","17175_6#11","17870_7#152","18456_1#34"
"group_2792","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_3142","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_4179","","ORF065",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_4178","","DNA complete genome",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2556","","LIM domain protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_5399","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_5170","","phage protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2554","","Protein of unknown function (DUF3102)",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_2862","","transcriptional regulator",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_2263","","Transporter",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_2864","yheI_1","peptide ABC transporter ATP-binding protein/permease",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_2262","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_2863","","HesA/MoeB/ThiF family protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_3192","","hypothetical protein",4,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_3771","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_1385","","hypothetical protein",4,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","",""
"group_1231","","glyoxalase family protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_615","","transcriptional activator Rgg/GadR/MutR family protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_904","","phage protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"group_1423","","bacteriophage pi2 protein 40",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1359","","phage protein",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1110","","bacteriophage terminase",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_621","yqbO","prophage LambdaSa04 tail tape measure protein TP901 family",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1953","","bacteriophage transcriptional activator",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3114","","bacteriophage terminase protein small subunit",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1668","","portal protein",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2078","","prophage LambdaSa2 site-specific recombinase phage integrase family",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2372","","bacteriophage maturation protease",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3115","","phage protein",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2575","","bacteriophage pi2 protein 36",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2085","","bacteriophage nuclease",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2059","","GNAT family acetyltransferase",3,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4134","","bacteriophage pi2 protein 38",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4135","","bacteriophage pi2 protein 39",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1932","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_1759","","bacteriophage capsid protein",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1027","","hypothetical protein",3,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_2574","","phage protein",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3116","","bacteriophage pi2 protein 35",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3117","","bacteriophage pi2 protein 37",3,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1287","immR","cI repressor",3,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_2396","","phage protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2353","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1837","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_4197","","putative phage DNA binding protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4052","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","","","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4341","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1"
"group_4115","","GNAT family acetyltransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","",""
"group_27","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3139","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_2003","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","",""
"group_364","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1274","","acetyltransferase gnat family",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_944","","YcfA-like protein",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"rmlB","","dTDP-glucose 46-dehydratase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"rfbC","","dTDP-4-dehydrorhamnose 35-epimerase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"cps2L","","glucose-1-phosphate thymidylyltransferase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"wcaJ_1","","galactosyl transferase CpsE",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_22","","chlorohydrolase",2,"","","","","","","","1","1","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_335","hyaD_2","putative glycosyltransferase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1"
"group_832","","Phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1289","","transcriptional activator",2,"","","","","","","","1","1","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3014","","DNA-binding protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2378","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1034","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_326","","phage antirepressor protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_805","","SpeK",2,"","","","","","","","1","1","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1449","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_3489","","phage DNA-binding protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_123","ssb","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1682","","replication protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1663","wze","tyrosine-protein kinase Wze",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_336","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5314","","gp9",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cpsG","","putative LicD-family phosphotransferase wchP",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1842","cap5A","capsular polysaccharide biosynthesis protein Cap5A",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1667","","putative phage DNA binding protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cpsH","","putative rhamnosyl transferase wchQ",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"dnaD_2","","gp19",2,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_124","","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2756","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_816","immR","phage transcriptional repressor",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1084","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2558","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2092","","phage terminase small subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_1061","","DNA primase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_5257","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2597","","flippase Wzx",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"tagA","","UDP-N-acetyl-D-mannosamine transferase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_3558","mnaA","UDP-N-acetylglucosamine 2-epimerase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2096","","phage terminase large subunit",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3432","","phage replication protein",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3559","","polysaccharide polymerase Cps19aI",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2259","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3591","","putative small subunit of the terminase",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2713","","phage transcriptional regulator",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2585","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2385","","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2555","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_3479","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"slaA","","phospholipase A2 SlaA",2,"","","","","","","","1","1","1","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1688","","Phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2254","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2604","","ParB-like nuclease domain",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4507","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_3757","","plasmid stabilisation system protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_4184","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4164","","Phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_4508","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2927","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_3128","","Phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3136","","transcription termination factor",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_2101","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3497","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2362","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_5763","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_3061","","XRE family transcriptional regulator",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_3496","","abortive infection phage resistance protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"strL","","dTDP-4-keto-L-rhamnose reductase RmlD",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"group_4506","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_3283","","Chromosome segregation ATPase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"vanUG2","","vanUG2",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_2649","","biotin carboxylase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_1317","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_1699","","serine/threonine protein phosphatase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_2650","wchZ","nucleotidyl transferase WchZ",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_3754","","putative glutamine amidotransferase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_4156","","prophage Lp2 protein 33",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","","","","","","","","","","","","",""
"nikS","","nikkomycin biosynthesis protein carboxylase",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"murC_2","","UDP-N-acetylmuramate--L-alanine ligase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"ppsA_1","","bacitracin synthetase 1 BacA",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_6248","","DUF218 domain",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_1315","","transporter major facilitator family protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_2443","hin","INT",2,"","","","","","","","1","1","1","","","","","","1","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2641","","putative site-specific recombinase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","1","","","","","","","","","","",""
"group_5773","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","",""
"group_1509","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
