"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_7#28","14520_4#29","14520_4#75","14520_5#39","14520_5#81","15378_2#36","15531_5#84","15531_6#15","15531_6#6","15873_3#31","15873_3#39","15873_4#2","15873_5#77","15873_5#86","16399_5#41","16399_6#24","16399_6#30","16399_7#17","16399_7#34","16453_2#29","16453_2#36","17428_8#127","17428_8#128","17794_7#177","17794_7#26","17794_7#34","17794_7#5","17794_7#8","17794_8#65","17794_8#77","19646_1#35","19646_1#36"
"lip2_1","","alpha/beta hydrolase fold",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4522","aes","Acetyl esterase",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_7035","","transposase",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"gpmA_3","","phosphoglycerate mutase family protein",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_721","","cell envelope integrity inner membrane protein TolA",31,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"fhs","","formate-tetrahydrofolate ligase",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_342","","phage protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1"
"group_105","","transposase",30,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"cimH","","Malate Na(+) symporter",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
"pepV_1","","ArcT",29,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_542","bglK_2","glycosyl hydrolase family 20 (GH20) protein",29,"","","","","","","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_143","","helix-turn-helix domain protein",29,"","","","","","","","1","1","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"dagK","","putative lipid kinase",29,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5420","maa","maltose O-acetyltransferase",29,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5421","","nitroreductase family protein",29,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"cpsB","","tyrosine-protein phosphatase CpsB",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"mtlA","","PTS system mannitol-specific transporter subunit EIIBC",28,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","1","1","1","1"
"group_701","","putative transcriptional regulator MtlR",28,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","1","1","1","1"
"mtlD","","mannitol-1-phosphate 5-dehydrogenase",28,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","1","1","1","1"
"mtlF","","mannitol-specific phosphotransferase EIIA",28,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","","1","1","1","1","1","1","1"
"group_2807","","family 2 glycosyl transferase",28,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_2087","wchF","rhamnosyl transferase WchF",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_3633","","Glycosyl transferases group 1",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5671","","acetyltransferase",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_3634","","Lipid A core - O-antigen ligase and related enzymes",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_4328","wchX","glycerol phosphotransferase WchX",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5674","gct","CDP-glycerol-1-phosphate biosynthetic protein Gct",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"wefL","","LicD superfamily protein",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5672","","rhamnosyl transferase",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5673","wzx","flippase Wzx",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_6544","cap8A","capsular polysaccharide biosynthesis protein Cps4C",28,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","1"
"group_5177","trxA_1","thioredoxin",27,"","","","","","","","1","1","1","1","1","","1","1","1","1","","1","1","","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"cysK","","cysteine synthase",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_94","pspA","hypothetical protein",27,"","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1"
"group_2090","","chlorohydrolase",27,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","","1",""
"alkD.truncation","","putative DNA alkylation repair enzyme",26,"","","","","","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","","1","1","1","","1","1","1","1","1","1","1"
"group_846","","chlorohydrolase",26,"","","","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1",""
"group_703","","hypothetical protein",26,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1"
"ygaZ","","branched-chain amino acid permease",25,"","","","","","","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1","1","","1","1","1","1","1"
"group_439","lagD_1","Bacteriocin ABC transoporter",25,"","","","","","","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1","1","","1","1","1","1","1"
"group_1488","","putative secreted protein",25,"","","","","","","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1","1","","1","1","1","1","1"
"ugd","","UDP-glucose 6-dehydrogenase",24,"","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1","1","","1","1","1","1","1"
"group_855","","lactoylglutathione lyase",24,"","","","","","","","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1","1","","1","1","1","1","1"
"group_2057","","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","","1","","1","1","1","1","1"
"group_672","","Secreted protein",24,"","","","","","","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","","1","","1","1","1","1","1"
"group_1324","","Protein of unknown function (DUF3290)",23,"","","","","","","","1","1","1","1","","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","","1","1"
"group_2164","","Membrane protein",22,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","","","","",""
"group_2361","","hypothetical protein",22,"","","","","","","","1","1","1","","","1","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1"
"dps","","DPS family peroxide resistance protein",21,"","","","","","","","1","1","1","","","1","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","",""
"lytA_5","","phage holin LL-H family",21,"","","","","","","","1","1","1","","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","1","","","","1","1","1","1","1","","","","1"
"lytA_3","","phage protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","1","1","","","","1","1","1","1","1","","","","1"
"group_326","","phage antirepressor protein",21,"","","","","","","","1","1","1","","","","1","1","1","1","1","1","","1","","","","1","1","1","1","1","1","1","","","1","1","","1","1","1","1","","1"
"group_3101","","hypothetical protein",21,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","","","1","","","","","1","1","","1","1","","1","1","1","1","1"
"group_12343","","IS630-Spn1 transposase Orf1",20,"","","","","","","","1","1","1","","","1","","1","","","","1","","","","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1358","","hypothetical protein",20,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","1","1","1","1","1","","1","1","1","","","1","","","","","1","1","","1","1","","1","1","1","1","1"
"group_64","","gp24",19,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","1","1","1","","","","1","","1","1","1","","","","1"
"group_776","xerD","phage integrase",19,"","","","","","","","1","1","1","","1","","","1","1","1","1","1","1","1","1","1","1","","","1","1","","1","1","","","","","1","","1","1","1","",""
"group_2584","","transglycosylase",19,"","","","","","","","1","1","1","1","1","1","1","1","","","","","1","","1","1","1","1","1","","","1","","","1","1","1","","1","1","","","","1","1"
"group_1360","","gp29",18,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","1","1","1","","","","1","","1","1","","","","","1"
"group_155","","phage protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"pblB","","PblB",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_91","","phage putative head morphogenesis protein SPP1 gp7 family",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_748","","hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_930","","hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_1042","","Phage gp6-like head-tail connector protein",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_2168","","conserved structural protein putative",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_718","","Lj965 prophage protein",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_227","","phage portal protein SPP1 family",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_1022","","prophage protein",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"yqbO","","TMP repeat family",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_1226","","hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_756","","prophage protein",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_459","","major tail protein",16,"","","","","","","","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_123","ssb","phage protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","1","1","1","","","1","","1","","1","1","1","1","1","","","1","","","","","1","","1","1","1","","","",""
"group_14","","hypothetical protein",16,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","1","1","","1","","","1","1","","","","1","1","","1","1","1","","1","","","1","1","","1","","1"
